place_id,name,description,is_spending_on_ads,reviews,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJyzb1w4in9YgRjowVM-s86G8,Georgia's Best Roofer,,False,91,http://www.georgiasbestroofer.com/,Georgia's Best Roofer (Owner),https://www.google.com/maps/contrib/108043818467003327958,https://lh5.googleusercontent.com/p/AF1QipPjq5C4Hf7DXxP9hsr_s2x-41fcDXz8hpFivnRV=w408-h306-k-no,Roofing contractor,Roofing contractor,5,,,(404) 484-4658,"Georgia's Best Roofer, 6000 Dawson Blvd Suite B, Norcross, GA 30093","team, questions, quality, price, insurance company, materials, home, manager, hailstorm, chose",https://www.google.com/maps/place/Georgia%27s+Best+Roofer/data=!4m7!3m6!1s0x88f5a788c3f536cb:0x6fe83ceb33158c8e!8m2!3d33.9069439!4d-84.2075817!16s%2Fg%2F11s0vd4b9c!19sChIJyzb1w4in9YgRjowVM-s86G8?authuser=0&hl=en&rclk=1
ChIJ0zNEkyLr9YgRlfvJDLaaP20,Georgia Select Roofing,,False,83,https://www.georgiaselectroofing.com/,Georgia Select Roofing (Owner),https://www.google.com/maps/contrib/117133494683164865640,https://lh5.googleusercontent.com/p/AF1QipMGB-hX9eb2FM-VX1yvIFdgxf3vLqZ43yU8RJxm=w408-h272-k-no,Roofing contractor,"Roofing contractor, Service establishment, Gutter cleaning service",5,Open 24 hours,,(678) 316-6899,,"inspected, home, leak, team, realtor, needs, price, pleasure, shingles, diagnosed",https://www.google.com/maps/place/Georgia+Select+Roofing/data=!4m7!3m6!1s0x88f5eb22934433d3:0x6d3f9ab60cc9fb95!8m2!3d32.67853!4d-83.1940624!16s%2Fg%2F11rmxq713n!19sChIJ0zNEkyLr9YgRlfvJDLaaP20?authuser=0&hl=en&rclk=1
ChIJOxFNAkNZ9IgRDpoOWs49B1Y,Total Roof Solutions,,False,81,http://www.totalroofsolutionsllc.com/,Total Roof Solutions (Owner),https://www.google.com/maps/contrib/114955523475392168814,https://lh5.googleusercontent.com/p/AF1QipNYgieic5s-zL7w0bR8WosF3RyMnlddhmXQHBnH=w408-h408-k-no,Roofing contractor,Roofing contractor,4.6,9 AM-5 PM,"Saturday, Sunday",(678) 752-8668,"Total Roof Solutions, 928 GA-42 North, McDonough, GA 30253","price, quote, cleaned, gutter, crew, project, estimate, calls, email, siding",https://www.google.com/maps/place/Total+Roof+Solutions/data=!4m7!3m6!1s0x88f45943024d113b:0x56073dce5a0e9a0e!8m2!3d33.4721573!4d-84.1611273!16s%2Fg%2F1v1tnxzd!19sChIJOxFNAkNZ9IgRDpoOWs49B1Y?authuser=0&hl=en&rclk=1
ChIJo1badb109YgRkN9WvID4SMI,Roof Authority,,False,81,https://roofwithauthority.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-listing,Roof Authority (Owner),https://www.google.com/maps/contrib/114238452242106108778,https://lh5.googleusercontent.com/p/AF1QipPXVQwE6lzKYA6SIJnIQJ89HPtw8e2I-P8VneAf=w426-h240-k-no,Roofing contractor,"Roofing contractor, Contractor",4.9,9 AM-5 PM,"Saturday, Sunday",(770) 400-0998,"Roof Authority, 5055 Old Ellis Point Suite A2, Roswell, GA 30076","job, quality, estimate, work, product, metal roof, veteran, budget, efficient, pictures",https://www.google.com/maps/place/Roof+Authority/data=!4m7!3m6!1s0x88f574bd75da56a3:0xc248f880bc56df90!8m2!3d34.0522082!4d-84.324107!16s%2Fg%2F11b7w7q8xv!19sChIJo1badb109YgRkN9WvID4SMI?authuser=0&hl=en&rclk=1
ChIJMeLYWB0H9YgRgtrNxzxS9y8,"RST Roofing and Renovations, LLC",,False,78,http://rst-roofing.com/,"RST Roofing and Renovations, LLC (Owner)",https://www.google.com/maps/contrib/102380347009581900840,https://lh5.googleusercontent.com/p/AF1QipNBv3F58cd4vAFL7xVECUlrJ9yvm2tLBFKIP869=w425-h240-k-no,Roofing contractor,"Roofing contractor, Building restoration service, Remodeler, Siding contractor, Solar energy system service, Water damage restoration service",4.9,Open 24 hours,Sunday,(404) 548-8901,"RST Roofing and Renovations, LLC, 1992 Hollidon Rd, Decatur, GA 30033","price, gutters, repair, job, estimate, quality, communication, pleasure, quote, questions","https://www.google.com/maps/place/RST+Roofing+and+Renovations,+LLC/data=!4m7!3m6!1s0x88f5071d58d8e231:0x2ff7523cc7cdda82!8m2!3d33.8419797!4d-84.2645671!16s%2Fg%2F11h5vcspnc!19sChIJMeLYWB0H9YgRgtrNxzxS9y8?authuser=0&hl=en&rclk=1"
ChIJu0c1pr5n94gRdW4bz9oj9Jg,"Fraser Roofing, LLC",,False,75,https://www.fraserroofingllc.com/,"Fraser Roofing, LLC (Owner)",https://www.google.com/maps/contrib/105230597953631047514,https://lh5.googleusercontent.com/p/AF1QipPOe5klh0aK2sGSrHiTG4sA5P8v6bRdivTcf96Q=w426-h240-k-no,Roofing contractor,Roofing contractor,5,Open 24 hours,,(404) 341-7663,"Fraser Roofing, LLC, 100 Industrial Dr, Sandersville, GA 31082","crew, inspection, insurance company, questions, sales, quote, cleaning, project, property, money","https://www.google.com/maps/place/Fraser+Roofing,+LLC/data=!4m7!3m6!1s0x88f767bea63547bb:0x98f423dacf1b6e75!8m2!3d32.9656392!4d-82.8084925!16s%2Fg%2F11hfknks93!19sChIJu0c1pr5n94gRdW4bz9oj9Jg?authuser=0&hl=en&rclk=1"
ChIJlcYtumnB9YgRGlCckWUQJ2o,Roof America,,False,71,https://www.goroofamerica.com/,Roof America (Owner),https://www.google.com/maps/contrib/102935119290012932494,https://lh5.googleusercontent.com/p/AF1QipO5IA-1V8NDVDNmODcMuHhE_qNdiTtQQoAOOgj6=w408-h408-k-no,Roofing contractor,Roofing contractor,4.8,10 AM-5 PM,Sunday,(678) 797-7059,"Roof America, 501 Plantation Park Dr, Loganville, GA 30052","inspection, quality, insurance, project, pictures, needs, rock, salesman, home, future",https://www.google.com/maps/place/Roof+America/data=!4m7!3m6!1s0x88f5c169ba2dc695:0x6a271065919c501a!8m2!3d33.8286171!4d-83.8353371!16s%2Fg%2F11hf830xcq!19sChIJlcYtumnB9YgRGlCckWUQJ2o?authuser=0&hl=en&rclk=1
ChIJ3Vcf3XB39YgRPI3DMHzh1Tc,"Go Roofing Atlanta, LLC",,False,70,https://goroofingatl.com/,"Go Roofing Atlanta, LLC (Owner)",https://www.google.com/maps/contrib/115499579896291062433,https://lh5.googleusercontent.com/p/AF1QipPXVGujnGW-r88L7zkNH8WBSQldHM24IxSO--lD=w595-h240-k-no,Roofing contractor,"Roofing contractor, Service establishment, Roofing supply store",4.9,8 AM-8 PM,Sunday,(770) 224-0480,,"job, team, gutters, insurance, price, quality, product, clean, pleasure, sales","https://www.google.com/maps/place/Go+Roofing+Atlanta,+LLC/data=!4m7!3m6!1s0x88f57770dd1f57dd:0x37d5e17c30c38d3c!8m2!3d34.0409499!4d-84.2841204!16s%2Fg%2F11g1lgfs8s!19sChIJ3Vcf3XB39YgRPI3DMHzh1Tc?authuser=0&hl=en&rclk=1"
ChIJPz-kiy4F9YgRXVa1dTM4qVg,Georgia Roofing & Repair,,False,69,https://www.garoofingandrepair.com/,Georgia Roofing & Repair (Owner),https://www.google.com/maps/contrib/106668519952006213344,https://lh5.googleusercontent.com/p/AF1QipPKW7K9KbZRd9jBK1ZX9r_3-fDpM7DlH1k0w62T=w531-h240-k-no,Roofing contractor,"Roofing contractor, Dry wall contractor, Gutter cleaning service, Home inspector, Pressure washing service, Repair service, Siding contractor",4.8,7 AM-10:30 PM,,(770) 639-7663,"Georgia Roofing & Repair, 1201 W Peachtree St NW #2361, Atlanta, GA 30309","team, leak, job, price, work, photos, quality, responsive, inspection, slate",https://www.google.com/maps/place/Georgia+Roofing+%26+Repair/data=!4m7!3m6!1s0x88f5052e8ba43f3f:0x58a9383375b5565d!8m2!3d33.7872206!4d-84.3870933!16s%2Fg%2F11h3phhjjf!19sChIJPz-kiy4F9YgRXVa1dTM4qVg?authuser=0&hl=en&rclk=1
ChIJsXTV1Xen9YgRkSzunrGOMpk,"Certified Roofing & Gutters - Roof Installation, Repair & Replacement Atlanta GA",,False,69,https://certifiedroofingandgutters.com/,"Certified Roofing & Gutters - Roof Installation, Repair & Replacement Atlanta GA (Owner)",https://www.google.com/maps/contrib/105497539700592939720,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8IbJZslQfQc7TGjBIte2yQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.77639&pitch=0&thumbfov=100,Roofing contractor,"Roofing contractor, Gutter cleaning service",3.9,9 AM-5 PM,Sunday,(770) 939-5165,"Certified Roofing & Gutters - Roof Installation, Repair & Replacement Atlanta GA, 3301 Buckeye Rd #205, Atlanta, GA 30341","job, insurance, work, leak, quality, product, phone, debris, review, project","https://www.google.com/maps/place/Certified+Roofing+%26+Gutters+-+Roof+Installation,+Repair+%26+Replacement+Atlanta+GA/data=!4m7!3m6!1s0x88f5a777d5d574b1:0x99328eb19eee2c91!8m2!3d33.8860696!4d-84.2572232!16s%2Fg%2F1tfl11b_!19sChIJsXTV1Xen9YgRkSzunrGOMpk?authuser=0&hl=en&rclk=1"
ChIJYynEVAcJ9YgRnDATwBQgkoQ,Mighty Dog Roofing,,False,67,https://www.mightydogroofing.com/doraville-ga%3Ffrlocid%3Dmdr-126%26utm_source%3Dgbp%26utm_medium%3Dorganic%2Bsearch,Mighty Dog Roofing (Owner),https://www.google.com/maps/contrib/118341763300086667563,https://lh5.googleusercontent.com/p/AF1QipOGUpvKj5jBQCszarTe-0XxWkYiAQRV34wsIX8L=w408-h408-k-no,Roofing contractor,"Roofing contractor, Siding contractor, Window installation service",5,7 AM-8 PM,,(678) 675-0488,"Mighty Dog Roofing, 4016 Flowers Rd #450a, Doraville, GA 30360","team, leak, cleaning, communication, cost, inspection, gutters, drone, nails, quote",https://www.google.com/maps/place/Mighty+Dog+Roofing/data=!4m7!3m6!1s0x88f5090754c42963:0x84922014c013309c!8m2!3d33.9092447!4d-84.2810825!16s%2Fg%2F11qgk3m29p!19sChIJYynEVAcJ9YgRnDATwBQgkoQ?authuser=0&hl=en&rclk=1
ChIJ-fBiS8Z53KYRSNYLAXsfsA4,Atlanta's Best Roofing and Restoration,,False,66,https://atlantasbestroofing.com/,Atlanta's Best Roofing and Restoration (Owner),https://www.google.com/maps/contrib/109790892674757650088,https://lh5.googleusercontent.com/p/AF1QipNZw3GD_CJyMvAYuxTF54g_zpue2C3w49Tj-SZI=w408-h306-k-no,Roofing contractor,"Roofing contractor, Contractor",5,9 AM-5 PM,"Saturday, Sunday",(770) 772-0663,"Atlanta's Best Roofing and Restoration, 5490 McGinnis Village Pl Suite 234, Alpharetta, GA 30005","crew, quality, questions, insurance company, needs, leak, price, tree, roof installation, hail",https://www.google.com/maps/place/Atlanta%27s+Best+Roofing+and+Restoration/data=!4m7!3m6!1s0xa6dc79c64b62f0f9:0xeb01f7b010bd648!8m2!3d34.0916639!4d-84.1986248!16s%2Fg%2F11t7qkts45!19sChIJ-fBiS8Z53KYRSNYLAXsfsA4?authuser=0&hl=en&rclk=1
ChIJqRYWcG4P9YgRRYt3Elb_-Rg,Absolute Commercial Roofing Services,,False,65,http://www.absoluteroofingservices.com/,Absolute Commercial Roofing Services (Owner),https://www.google.com/maps/contrib/114439508663510442332,https://lh5.googleusercontent.com/p/AF1QipORQz2ELpesFYH2RoX_kiysEzfnIrk8eUTkuLRe=w408-h408-k-no,Roofing contractor,"Roofing contractor, Service establishment, Paving contractor",4.9,Open 24 hours,,(770) 743-7946,,"price, job, work, quality, owner, thermoplastic olefin, future",https://www.google.com/maps/place/Absolute+Commercial+Roofing+Services/data=!4m7!3m6!1s0x88f50f6e701616a9:0x18f9ff5612778b45!8m2!3d32.67853!4d-83.1940624!16s%2Fg%2F1pv6yv90b!19sChIJqRYWcG4P9YgRRYt3Elb_-Rg?authuser=0&hl=en&rclk=1
ChIJyQKa6_gL9YgREgDs-lx61xo,Palace Roofing Restoration & Gutters,,False,65,http://www.palaceroofing.com/,Palace Roofing Restoration & Gutters (Owner),https://www.google.com/maps/contrib/104576463588742637946,https://lh5.googleusercontent.com/p/AF1QipNngzaf5255OayOYkizKRD_lMxxUX4FQn4ViBfc=w458-h240-k-no,Roofing contractor,"Roofing contractor, Contractor, Service establishment, Siding contractor",4.9,8 AM-7:30 PM,,(678) 665-1060,,"price, team, job, inspection, work, leak, quality, quote, communication, tree",https://www.google.com/maps/place/Palace+Roofing+Restoration+%26+Gutters/data=!4m7!3m6!1s0x88f50bf8eb9a02c9:0x1ad77a5cfaec0012!8m2!3d33.8657394!4d-84.2967036!16s%2Fg%2F1pzthwm9y!19sChIJyQKa6_gL9YgREgDs-lx61xo?authuser=0&hl=en&rclk=1
ChIJ0w89PY009IgRzf_813g-5nQ,Braswell Construction Group,,False,64,http://www.braswellconstructiongroup.com/,Braswell Construction Group (Owner),https://www.google.com/maps/contrib/114895633045498529628,https://lh5.googleusercontent.com/p/AF1QipONauLxIPo9UaBlWMp1fyhwM8J9_iwOu_eYSMFN=w408-h306-k-no,Roofing contractor,"Roofing contractor, Construction company, Fire damage restoration service, General contractor, Siding contractor, Water damage restoration service",4.8,8 AM-5 PM,Sunday,(678) 283-2551,"Braswell Construction Group, 6105 Emory St NW, Covington, GA 30014","job, work, price, quality, estimate, insurance company, cleaning, gutter, responsive, insurance adjuster",https://www.google.com/maps/place/Braswell+Construction+Group/data=!4m7!3m6!1s0x88f4348d3d3d0fd3:0x74e63e78d7fcffcd!8m2!3d33.609171!4d-83.867298!16s%2Fg%2F1yglq8tlq!19sChIJ0w89PY009IgRzf_813g-5nQ?authuser=0&hl=en&rclk=1
ChIJ39_Kfty_9YgRT-wWsXDZanM,Atlanta Prime Roofing LLC,,False,63,https://atlantaprimeroofing.com/,Atlanta Prime Roofing LLC (Owner),https://www.google.com/maps/contrib/115091262898055611832,https://lh5.googleusercontent.com/p/AF1QipP7I2MH89eyfqzQXMbji77kWetLJinFiC5HBThs=w408-h271-k-no,Roofing contractor,Roofing contractor,4.7,10 AM-5 PM,Sunday,(678) 900-4473,"Atlanta Prime Roofing LLC, 719 Scenic Hwy S Suite C, Lawrenceville, GA 30046","insurance, project manager, questions, inspection, team",https://www.google.com/maps/place/Atlanta+Prime+Roofing+LLC/data=!4m7!3m6!1s0x88f5bfdc7ecadfdf:0x736ad970b116ec4f!8m2!3d33.9231027!4d-83.9988698!16s%2Fg%2F11frr3tcsc!19sChIJ39_Kfty_9YgRT-wWsXDZanM?authuser=0&hl=en&rclk=1
ChIJOeHhhLG_9YgRo-rSU9Y3JrA,FGA Roofing Inc,,False,61,https://firstgaroof.com/,FGA Roofing Inc (Owner),https://www.google.com/maps/contrib/103107627978620769975,https://lh5.googleusercontent.com/p/AF1QipMRC_hIsTm6xFn-JZ9zOfxlD8CGkJdkPYb9SFjZ=w408-h306-k-no,Roofing contractor,Roofing contractor,5,7 AM-6 PM,"Saturday, Sunday",(770) 209-3823,"FGA Roofing Inc, 120 Culver St N, Lawrenceville, GA 30046","insurance, team, questions, inspection, quality, damage, project, gutters, wind, job",https://www.google.com/maps/place/FGA+Roofing+Inc/data=!4m7!3m6!1s0x88f5bfb184e1e139:0xb02637d653d2eaa3!8m2!3d33.9558751!4d-83.9914057!16s%2Fg%2F11ll7mpjy4!19sChIJOeHhhLG_9YgRo-rSU9Y3JrA?authuser=0&hl=en&rclk=1
ChIJM3miNrQL9YgRiMCMdjk1OU0,"Mosaic Roofing Company, LLC",,False,61,https://www.mosaicroofingcompany.com/,"Mosaic Roofing Company, LLC (Owner)",https://www.google.com/maps/contrib/109806990468958325595,https://lh5.googleusercontent.com/p/AF1QipMkcjnK3dLVwjx9mqfQo5cz34soJPkkbEVTie35=w426-h240-k-no,Roofing contractor,"Roofing contractor, Construction company, General contractor",5,Open 24 hours,Sunday,(404) 260-3168,"Mosaic Roofing Company, LLC, 3379 Peachtree Rd NE #555, Atlanta, GA 30326","insurance company, crew, property, inspection, price, wind, photos, call, quote","https://www.google.com/maps/place/Mosaic+Roofing+Company,+LLC/data=!4m7!3m6!1s0x88f50bb436a27933:0x4d393539768cc088!8m2!3d33.8478359!4d-84.3657877!16s%2Fg%2F11r6tt60c4!19sChIJM3miNrQL9YgRiMCMdjk1OU0?authuser=0&hl=en&rclk=1"
ChIJoc4dk0Bt9YgRI4pfD8jQjsg,Rhino Restoration of Georgia,,False,57,https://rhino-roofs.com/,Rhino Restoration of Georgia (Owner),https://www.google.com/maps/contrib/105249539333543177245,https://lh5.googleusercontent.com/p/AF1QipNehstlz5A3XJn7Ld6k0_vd95E9ucm7OR3zj1Zu=w408-h306-k-no,Roofing contractor,"Roofing contractor, General contractor, Roofing supply store",5,8 AM-6 PM,,(678) 590-5507,"Rhino Restoration of Georgia, 3098 Trickum Rd, Woodstock, GA 30188","crew, owner, price, questions, adjuster, gutters, drone, photos, product, netting",https://www.google.com/maps/place/Rhino+Restoration+of+Georgia/data=!4m7!3m6!1s0x88f56d40931dcea1:0xc88ed0c80f5f8a23!8m2!3d34.1165566!4d-84.4706526!16s%2Fg%2F11j9042vkl!19sChIJoc4dk0Bt9YgRI4pfD8jQjsg?authuser=0&hl=en&rclk=1
ChIJAQDADe2d9YgRXpa1lV1oZ3o,Georgia Roofing and Gutters Contracting Inc,,False,52,https://garoofandgutter.com/contact,Georgia Roofing and Gutters Contracting Inc (Owner),,https://lh5.googleusercontent.com/p/AF1QipNvnbtTzXVXyYgpsntRFkOCzQf-R7iyxvz60XEl=w408-h306-k-no,Roofing contractor,Roofing contractor,4.9,Open 24 hours,,(770) 527-3624,"Georgia Roofing and Gutters Contracting Inc, 6730 Atlanta Hwy, Alpharetta, GA 30004","price, team, leak, communication, quality, painting, project",https://www.google.com/maps/place/Georgia+Roofing+and+Gutters+Contracting+Inc/data=!4m7!3m6!1s0x88f59ded0dc00001:0x7a67685d95b5965e!8m2!3d34.1282373!4d-84.2579416!16s%2Fg%2F11hbn6mvn0!19sChIJAQDADe2d9YgRXpa1lV1oZ3o?authuser=0&hl=en&rclk=1
ChIJN8S9ehsb9YgRAHeXLIHqxxM,Royal Roofing & Exteriors LLC,,False,52,http://royalroofingaz.com/,Royal Roofing & Exteriors LLC (Owner),https://www.google.com/maps/contrib/101926832566752588616,https://lh5.googleusercontent.com/p/AF1QipPuWuIkfoNsWmZqECE71QueE_LiXtZhaAE-LAeH=w408-h544-k-no,Roofing contractor,"Roofing contractor, Contractor, Service establishment",5,8 AM-8 PM,,(480) 535-5953,,"quality, job, work, communication",https://www.google.com/maps/place/Royal+Roofing+%26+Exteriors+LLC/data=!4m7!3m6!1s0x88f51b1b7abdc437:0x13c7ea812c977700!8m2!3d33.5795414!4d-112.0962286!16s%2Fg%2F11h75s0pgj!19sChIJN8S9ehsb9YgRAHeXLIHqxxM?authuser=0&hl=en&rclk=1
ChIJrbzCVTa_9YgRMPMBtcofX08,United Georgia Roofing,,False,51,http://unitedgeorgiaroofing.com/,United Georgia Roofing (Owner),https://www.google.com/maps/contrib/118023650828559445089,https://lh5.googleusercontent.com/p/AF1QipNr7K3Ekk3i4o2zAhi9U046sa_IcRiogXizBkRp=w426-h240-k-no,Roofing contractor,Roofing contractor,4.4,9 AM-5 PM,"Saturday, Sunday",(678) 608-2772,"United Georgia Roofing, 465 Maltbie St Ste.406, Lawrenceville, GA 30046","insurance, project manager, damage, efficient, door, inspection, quality, pay",https://www.google.com/maps/place/United+Georgia+Roofing/data=!4m7!3m6!1s0x88f5bf3655c2bcad:0x4f5f1fcab501f330!8m2!3d33.9628265!4d-84.003222!16s%2Fg%2F11fj7jt1sl!19sChIJrbzCVTa_9YgRMPMBtcofX08?authuser=0&hl=en&rclk=1
ChIJuSpPjs6IGgYRvtSW2Wk3mS0,Firebrand Roofing & Construction,,False,48,https://firebrandroofing.com/,Firebrand Roofing & Construction (Owner),https://www.google.com/maps/contrib/102331154044927902238,https://lh5.googleusercontent.com/p/AF1QipPvFMipoYTC6xzQMaO8mVsgtQJ_DF2rzeCeB4R-=w408-h272-k-no,Roofing contractor,"Roofing contractor, Service establishment",5,8:30 AM-6 PM,Sunday,(478) 654-7663,,"gutters, cleaning, inspection, team, leak, pictures, painting, insurance company, the future, christmas lights",https://www.google.com/maps/place/Firebrand+Roofing+%26+Construction/data=!4m7!3m6!1s0x61a88ce8e4f2ab9:0x2d993769d996d4be!8m2!3d33.731282!4d-84.3278884!16s%2Fg%2F11js9q2z00!19sChIJuSpPjs6IGgYRvtSW2Wk3mS0?authuser=0&hl=en&rclk=1
ChIJQZz3YLih9YgRKkjZP-ShDoo,Honest Abe Roofing Atlanta,,False,46,https://www.honestaberoofing.com/atlanta/%3Futm_source%3DGMrB%26utm_medium%3Dorganic%26utm_campaign%3DNorcross,Honest Abe Roofing Atlanta (Owner),https://www.google.com/maps/contrib/117194312701338254310,https://lh5.googleusercontent.com/p/AF1QipMKEAdh0XpYe09wfKvDlFP9mDB1zAs4O63V5Wum=w408-h543-k-no,Roofing contractor,Roofing contractor,5,Open 24 hours,,(470) 945-7663,"Honest Abe Roofing Atlanta, 3250 Peachtree Corners Cir Suite J, Norcross, GA 30092","team, financing, informative",https://www.google.com/maps/place/Honest+Abe+Roofing+Atlanta/data=!4m7!3m6!1s0x88f5a1b860f79c41:0x8a0ea1e43fd9482a!8m2!3d33.9424559!4d-84.251008!16s%2Fg%2F11scxjkss2!19sChIJQZz3YLih9YgRKkjZP-ShDoo?authuser=0&hl=en&rclk=1
ChIJyZRjzulL9IgR0a1WKK1RSMw,Rapid Roofers Proudly Roofing Atlanta Metro homes since 1986,,False,45,http://www.rapidroofers.com/,Rapid Roofers Proudly Roofing Atlanta Metro homes since 1986 (Owner),https://www.google.com/maps/contrib/100076687710003579017,https://lh5.googleusercontent.com/p/AF1QipM8Qr2mqWU-aosysl1Qe7JWqF7jCgPjDCTzZLsz=w408-h408-k-no,Roofing contractor,"Roofing contractor, Carpenter, Deck builder, Gutter cleaning service, Painter, Siding contractor",4.8,8 AM-7 PM,Sunday,(770) 786-2056,"Rapid Roofers Proudly Roofing Atlanta Metro homes since 1986, 611 Fern Terrace SE, Conyers, GA 30094","job, estimate, work, gutters, price, plan, call, insurance, check, pictures",https://www.google.com/maps/place/Rapid+Roofers+Proudly+Roofing+Atlanta+Metro+homes+since+1986/data=!4m7!3m6!1s0x88f44be9ce6394c9:0xcc4851ad2856add1!8m2!3d33.6161845!4d-84.0251476!16s%2Fg%2F1263d_dd8!19sChIJyZRjzulL9IgR0a1WKK1RSMw?authuser=0&hl=en&rclk=1
ChIJK_ebURMP9YgROLGr2rMyTW4,Elite Roofing of Georgia,,False,44,http://www.myeliteroofer.com/,Elite Roofing of Georgia (Owner),https://www.google.com/maps/contrib/115221097288607614749,https://lh5.googleusercontent.com/p/AF1QipPZaBL9THUNSWNSeenxiGp-tbc9ZnnQCcjMTSRA=w426-h240-k-no,Roofing contractor,Roofing contractor,4.9,9:30 AM-4:30 PM,"Saturday, Sunday",(770) 445-1290,"Elite Roofing of Georgia, 333 Sandy Springs Cir UNIT 207, Sandy Springs, GA 30328","price, crew, project, quotes, insurance",https://www.google.com/maps/place/Elite+Roofing+of+Georgia/data=!4m7!3m6!1s0x88f50f13519bf72b:0x6e4d32b3daabb138!8m2!3d33.926423!4d-84.381002!16s%2Fg%2F11nmpn65kl!19sChIJK_ebURMP9YgROLGr2rMyTW4?authuser=0&hl=en&rclk=1
ChIJYQ3fx-3PWIgRwQXGEb08lE0,Georgia Mountain Roofing,,False,39,https://gmroof.com/,Georgia Mountain Roofing (Owner),https://www.google.com/maps/contrib/117228332720733348381,https://lh5.googleusercontent.com/p/AF1QipO_m1sOUNhtjQ586SSpoZw5xu8QvKJVP-1FP6xV=w408-h306-k-no,Roofing contractor,Roofing contractor,5,8 AM-5 PM,"Saturday, Sunday",(706) 782-0046,"Georgia Mountain Roofing, 21 Blair St, Tiger, GA 30576",metal roof,https://www.google.com/maps/place/Georgia+Mountain+Roofing/data=!4m7!3m6!1s0x8858cfedc7df0d61:0x4d943cbd11c605c1!8m2!3d34.8441929!4d-83.4345955!16s%2Fg%2F1tdnxmd2!19sChIJYQ3fx-3PWIgRwQXGEb08lE0?authuser=0&hl=en&rclk=1
ChIJncuRunk09IgRsTirCdR8g9M,Georgia Unlimited Roofing & Building,,False,36,https://georgiabuildersllc.com/,Georgia Unlimited Roofing & Building (Owner),https://www.google.com/maps/contrib/116916442172637919333,https://lh5.googleusercontent.com/p/AF1QipN3KEFelfzrnfviiH00eatzu_3LeGwpMUuxjuCH=w408-h306-k-no,Roofing contractor,"Roofing contractor, General contractor",5,8 AM-5 PM,"Saturday, Sunday",(678) 632-1922,"Georgia Unlimited Roofing & Building, 2158 Elm St NE, Covington, GA 30014","renovation, contractors, inspection, project, job, quality",https://www.google.com/maps/place/Georgia+Unlimited+Roofing+%26+Building/data=!4m7!3m6!1s0x88f43479ba91cb9d:0xd3837cd409ab38b1!8m2!3d33.6007674!4d-83.8572422!16s%2Fg%2F11g9dt3zdk!19sChIJncuRunk09IgRsTirCdR8g9M?authuser=0&hl=en&rclk=1
ChIJcbHCJT0R9YgRscZQKtCMLtY,The Piedmont Roofing Co.,,False,36,https://piedmontroof.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb,The Piedmont Roofing Co. (Owner),https://www.google.com/maps/contrib/106906808798216010455,https://lh5.googleusercontent.com/p/AF1QipN_IZx1KgWA-E3S2F0cmvfhj_SQrrhDucFaqEBp=w455-h240-k-no,Roofing contractor,"Roofing contractor, Siding contractor",5,8 AM-8 PM,Sunday,(404) 627-3000,"The Piedmont Roofing Co., 3101 Cobb Pkwy SE Suite 124, Atlanta, GA 30339","price, team, job, quote, quality, work, area",https://www.google.com/maps/place/The+Piedmont+Roofing+Co./data=!4m7!3m6!1s0x88f5113d25c2b171:0xd62e8cd02a50c6b1!8m2!3d33.8787682!4d-84.4563514!16s%2Fg%2F11fngz0l1r!19sChIJcbHCJT0R9YgRscZQKtCMLtY?authuser=0&hl=en&rclk=1
ChIJJ1NJcMUJ9YgROUZxQsNH6wY,Parsons Roofing - Commercial Roofing Contractors,,False,36,https://parsonsroof.com/,Parsons Roofing - Commercial Roofing Contractors (Owner),https://www.google.com/maps/contrib/106232461307086738780,https://lh5.googleusercontent.com/p/AF1QipOp9_RpJIPK8HNqS0s62JKhnyMFfDV3NXr2bsSN=w426-h240-k-no,Roofing contractor,"Roofing contractor, Construction company",4.9,Open 24 hours,,(678) 756-0224,"Parsons Roofing - Commercial Roofing Contractors, 3100 Medlock Bridge Rd Building 300 Suite 335, Norcross, GA 30071","price, job, work, estimate, cleaned, communication, pleasure, salesman, pay, gutters",https://www.google.com/maps/place/Parsons+Roofing+-+Commercial+Roofing+Contractors/data=!4m7!3m6!1s0x88f509c570495327:0x6eb47c342714639!8m2!3d33.9575795!4d-84.2058753!16s%2Fg%2F11bx2g4zhh!19sChIJJ1NJcMUJ9YgROUZxQsNH6wY?authuser=0&hl=en&rclk=1
